v2_declaration	decision	v3_declaration	rationale
github.com/floegence/floret/v2/observation :: const ActivityRendererTerminal github.com/floegence/floret/v2/observation.ActivityRenderer = "terminal"	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: const ActivityRendererTodos github.com/floegence/floret/v2/observation.ActivityRenderer = "todos"	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: const ActivityRendererWebSearch github.com/floegence/floret/v2/observation.ActivityRenderer = "web_search"	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: type ActivityRunMeta struct	keep	github.com/floegence/floret/v3/observation :: type ActivityRunMeta struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivityRunMeta.RunID string tag="json:\"run_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityRunMeta.ThreadID string tag="json:\"thread_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityRunMeta.TurnID string tag="json:\"turn_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityRunMeta.TraceID string tag="json:\"trace_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: type ActivitySeverity string	keep	github.com/floegence/floret/v3/observation :: type ActivitySeverity string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivitySeverityBlocking github.com/floegence/floret/v2/observation.ActivitySeverity = "blocking"	keep	github.com/floegence/floret/v3/observation :: const ActivitySeverityBlocking github.com/floegence/floret/v3/observation.ActivitySeverity = "blocking"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivitySeverityError github.com/floegence/floret/v2/observation.ActivitySeverity = "error"	keep	github.com/floegence/floret/v3/observation :: const ActivitySeverityError github.com/floegence/floret/v3/observation.ActivitySeverity = "error"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivitySeverityNormal github.com/floegence/floret/v2/observation.ActivitySeverity = "normal"	keep	github.com/floegence/floret/v3/observation :: const ActivitySeverityNormal github.com/floegence/floret/v3/observation.ActivitySeverity = "normal"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivitySeverityQuiet github.com/floegence/floret/v2/observation.ActivitySeverity = "quiet"	keep	github.com/floegence/floret/v3/observation :: const ActivitySeverityQuiet github.com/floegence/floret/v3/observation.ActivitySeverity = "quiet"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivitySeverityWarning github.com/floegence/floret/v2/observation.ActivitySeverity = "warning"	keep	github.com/floegence/floret/v3/observation :: const ActivitySeverityWarning github.com/floegence/floret/v3/observation.ActivitySeverity = "warning"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type ActivityStatus string	keep	github.com/floegence/floret/v3/observation :: type ActivityStatus string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityStatusCanceled github.com/floegence/floret/v2/observation.ActivityStatus = "canceled"	keep	github.com/floegence/floret/v3/observation :: const ActivityStatusCanceled github.com/floegence/floret/v3/observation.ActivityStatus = "canceled"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityStatusError github.com/floegence/floret/v2/observation.ActivityStatus = "error"	keep	github.com/floegence/floret/v3/observation :: const ActivityStatusError github.com/floegence/floret/v3/observation.ActivityStatus = "error"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityStatusPending github.com/floegence/floret/v2/observation.ActivityStatus = "pending"	keep	github.com/floegence/floret/v3/observation :: const ActivityStatusPending github.com/floegence/floret/v3/observation.ActivityStatus = "pending"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityStatusRunning github.com/floegence/floret/v2/observation.ActivityStatus = "running"	keep	github.com/floegence/floret/v3/observation :: const ActivityStatusRunning github.com/floegence/floret/v3/observation.ActivityStatus = "running"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityStatusSuccess github.com/floegence/floret/v2/observation.ActivityStatus = "success"	keep	github.com/floegence/floret/v3/observation :: const ActivityStatusSuccess github.com/floegence/floret/v3/observation.ActivityStatus = "success"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityStatusWaiting github.com/floegence/floret/v2/observation.ActivityStatus = "waiting"	keep	github.com/floegence/floret/v3/observation :: const ActivityStatusWaiting github.com/floegence/floret/v3/observation.ActivityStatus = "waiting"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type ActivitySummary struct	keep	github.com/floegence/floret/v3/observation :: type ActivitySummary struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.Status github.com/floegence/floret/v2/observation.ActivityStatus tag="json:\"status\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.Status github.com/floegence/floret/v3/observation.ActivityStatus tag="json:\"status\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.Severity github.com/floegence/floret/v2/observation.ActivitySeverity tag="json:\"severity\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.Severity github.com/floegence/floret/v3/observation.ActivitySeverity tag="json:\"severity\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.NeedsAttention bool tag="json:\"needs_attention\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.NeedsAttention bool tag="json:\"needs_attention\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.AttentionReasons []github.com/floegence/floret/v2/observation.ActivityAttentionReason tag="json:\"attention_reasons,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.AttentionReasons []github.com/floegence/floret/v3/observation.ActivityAttentionReason tag="json:\"attention_reasons,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.TotalItems int tag="json:\"total_items\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.TotalItems int tag="json:\"total_items\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.Counts github.com/floegence/floret/v2/observation.ActivityCounts tag="json:\"counts\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.Counts github.com/floegence/floret/v3/observation.ActivityCounts tag="json:\"counts\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivitySummary.DurationMS int64 tag="json:\"duration_ms,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field ActivitySummary.DurationMS int64 tag="json:\"duration_ms,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type ActivityTargetRef struct	move	github.com/floegence/floret/v3/tools :: type ActivityTargetRef struct	move the product-neutral contract to github.com/floegence/floret/v3/tools
github.com/floegence/floret/v2/observation :: field ActivityTargetRef.Kind string tag="json:\"kind\""	move	github.com/floegence/floret/v3/tools :: field ActivityTargetRef.Kind string tag="json:\"kind\""	move the product-neutral contract to github.com/floegence/floret/v3/tools
github.com/floegence/floret/v2/observation :: field ActivityTargetRef.Label string tag="json:\"label\""	move	github.com/floegence/floret/v3/tools :: field ActivityTargetRef.Label string tag="json:\"label\""	move the product-neutral contract to github.com/floegence/floret/v3/tools
github.com/floegence/floret/v2/observation :: field ActivityTargetRef.URI string tag="json:\"uri,omitempty\""	move	github.com/floegence/floret/v3/tools :: field ActivityTargetRef.URI string tag="json:\"uri,omitempty\""	move the product-neutral contract to github.com/floegence/floret/v3/tools
github.com/floegence/floret/v2/observation :: field ActivityTargetRef.Path string tag="json:\"path,omitempty\""	move	github.com/floegence/floret/v3/tools :: field ActivityTargetRef.Path string tag="json:\"path,omitempty\""	move the product-neutral contract to github.com/floegence/floret/v3/tools
github.com/floegence/floret/v2/observation :: field ActivityTargetRef.Line int tag="json:\"line,omitempty\""	move	github.com/floegence/floret/v3/tools :: field ActivityTargetRef.Line int tag="json:\"line,omitempty\""	move the product-neutral contract to github.com/floegence/floret/v3/tools
github.com/floegence/floret/v2/observation :: type ActivityTimeline struct	keep	github.com/floegence/floret/v3/observation :: type ActivityTimeline struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivityTimeline.SchemaVersion int tag="json:\"schema_version\""	keep	github.com/floegence/floret/v3/observation :: field ActivityTimeline.SchemaVersion int tag="json:\"schema_version\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivityTimeline.RunID string tag="json:\"run_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityTimeline.ThreadID string tag="json:\"thread_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityTimeline.TurnID string tag="json:\"turn_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityTimeline.TraceID string tag="json:\"trace_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field ActivityTimeline.Summary github.com/floegence/floret/v2/observation.ActivitySummary tag="json:\"summary\""	keep	github.com/floegence/floret/v3/observation :: field ActivityTimeline.Summary github.com/floegence/floret/v3/observation.ActivitySummary tag="json:\"summary\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field ActivityTimeline.Items []github.com/floegence/floret/v2/observation.ActivityItem tag="json:\"items\""	keep	github.com/floegence/floret/v3/observation :: field ActivityTimeline.Items []github.com/floegence/floret/v3/observation.ActivityItem tag="json:\"items\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const ActivityTimelineSchemaVersion untyped int = 1	keep	github.com/floegence/floret/v3/observation :: const ActivityTimelineSchemaVersion untyped int = 1	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: func BuildActivityTimeline func(meta github.com/floegence/floret/v2/observation.ActivityRunMeta, events []github.com/floegence/floret/v2/observation.Event, nowUnixMS int64) github.com/floegence/floret/v2/observation.ActivityTimeline	keep	github.com/floegence/floret/v3/observation :: func BuildActivityTimeline func(meta github.com/floegence/floret/v3/observation.ActivityRunMeta, events []github.com/floegence/floret/v3/observation.Event, nowUnixMS int64) github.com/floegence/floret/v3/observation.ActivityTimeline	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: func CloneActivityPresentation func(in *github.com/floegence/floret/v2/observation.ActivityPresentation) *github.com/floegence/floret/v2/observation.ActivityPresentation	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: func CloneActivityTimeline func(in *github.com/floegence/floret/v2/observation.ActivityTimeline) *github.com/floegence/floret/v2/observation.ActivityTimeline	keep	github.com/floegence/floret/v3/observation :: func CloneActivityTimeline func(in *github.com/floegence/floret/v3/observation.ActivityTimeline) *github.com/floegence/floret/v3/observation.ActivityTimeline	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type CompactionDebugEvent struct	keep	github.com/floegence/floret/v3/observation :: type CompactionDebugEvent struct	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.RunID string tag="json:\"run_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ThreadID string tag="json:\"thread_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.TurnID string tag="json:\"turn_id,omitempty\""	remove	-	remove historical capability, unbound DTO, or consumerless export from the v3 application surface
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Step int tag="json:\"step,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Step int tag="json:\"step,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.OperationID string tag="json:\"operation_id,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.OperationID string tag="json:\"operation_id,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.RequestID string tag="json:\"request_id,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.RequestID string tag="json:\"request_id,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Stage github.com/floegence/floret/v2/observation.CompactionDebugStage tag="json:\"stage\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Stage github.com/floegence/floret/v3/observation.CompactionDebugStage tag="json:\"stage\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Status github.com/floegence/floret/v2/observation.CompactionDebugStatus tag="json:\"status\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Status github.com/floegence/floret/v3/observation.CompactionDebugStatus tag="json:\"status\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Trigger string tag="json:\"trigger,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Trigger string tag="json:\"trigger,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Reason string tag="json:\"reason,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Reason string tag="json:\"reason,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Source string tag="json:\"source,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Source string tag="json:\"source,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.CompactionConvergenceAttempt int tag="json:\"compaction_convergence_attempt,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.CompactionConvergenceAttempt int tag="json:\"compaction_convergence_attempt,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.HistoryMessageCount int tag="json:\"history_message_count,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.HistoryMessageCount int tag="json:\"history_message_count,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ActiveMessageCount int tag="json:\"active_message_count,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ActiveMessageCount int tag="json:\"active_message_count,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.TokensBefore int64 tag="json:\"tokens_before,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.TokensBefore int64 tag="json:\"tokens_before,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.TokensAfterEstimate int64 tag="json:\"tokens_after_estimate,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.TokensAfterEstimate int64 tag="json:\"tokens_after_estimate,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ContextBefore github.com/floegence/floret/v2/config.ContextUsage tag="json:\"context_before,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ContextBefore github.com/floegence/floret/v3/config.ContextUsage tag="json:\"context_before,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ContextAfter github.com/floegence/floret/v2/config.ContextUsage tag="json:\"context_after,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ContextAfter github.com/floegence/floret/v3/config.ContextUsage tag="json:\"context_after,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.BeforePressure github.com/floegence/floret/v2/config.ContextPressure tag="json:\"before_pressure,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.BeforePressure github.com/floegence/floret/v3/config.ContextPressure tag="json:\"before_pressure,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.RequestEstimate github.com/floegence/floret/v2/config.RequestEstimate tag="json:\"request_estimate,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.RequestEstimate github.com/floegence/floret/v3/config.RequestEstimate tag="json:\"request_estimate,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ValidatedContextPressure github.com/floegence/floret/v2/config.ContextPressure tag="json:\"validated_context_pressure,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ValidatedContextPressure github.com/floegence/floret/v3/config.ContextPressure tag="json:\"validated_context_pressure,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.HardLimitExceeded bool tag="json:\"hard_limit_exceeded,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.HardLimitExceeded bool tag="json:\"hard_limit_exceeded,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.FixedInputTokens int64 tag="json:\"fixed_input_tokens,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.FixedInputTokens int64 tag="json:\"fixed_input_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ReducibleInputTokens int64 tag="json:\"reducible_input_tokens,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ReducibleInputTokens int64 tag="json:\"reducible_input_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.RequestSafeLimit int64 tag="json:\"request_safe_limit,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.RequestSafeLimit int64 tag="json:\"request_safe_limit,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.CompactedContextTargetTokens int64 tag="json:\"compacted_context_target_tokens,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.CompactedContextTargetTokens int64 tag="json:\"compacted_context_target_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.NextCompactedContextTargetTokens int64 tag="json:\"next_compacted_context_target_tokens,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.NextCompactedContextTargetTokens int64 tag="json:\"next_compacted_context_target_tokens,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ConsecutiveFailures int tag="json:\"consecutive_failures,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ConsecutiveFailures int tag="json:\"consecutive_failures,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.DurationMS int64 tag="json:\"duration_ms,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.DurationMS int64 tag="json:\"duration_ms,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ProviderStateKind string tag="json:\"provider_state_kind,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ProviderStateKind string tag="json:\"provider_state_kind,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.NextAction string tag="json:\"next_action,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.NextAction string tag="json:\"next_action,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.Error string tag="json:\"error,omitempty\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.Error string tag="json:\"error,omitempty\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: field CompactionDebugEvent.ObservedAt time.Time tag="json:\"observed_at\""	keep	github.com/floegence/floret/v3/observation :: field CompactionDebugEvent.ObservedAt time.Time tag="json:\"observed_at\""	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: method CompactionDebugEvent.Validate func() error	keep	github.com/floegence/floret/v3/observation :: method CompactionDebugEvent.Validate func() error	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: func CompactionDebugEventFromEvent func(ev github.com/floegence/floret/v2/observation.Event) (github.com/floegence/floret/v2/observation.CompactionDebugEvent, bool)	keep	github.com/floegence/floret/v3/observation :: func CompactionDebugEventFromEvent func(ev github.com/floegence/floret/v3/observation.Event) (github.com/floegence/floret/v3/observation.CompactionDebugEvent, bool)	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: func CompactionDebugEventsFromEvents func(events []github.com/floegence/floret/v2/observation.Event) []github.com/floegence/floret/v2/observation.CompactionDebugEvent	keep	github.com/floegence/floret/v3/observation :: func CompactionDebugEventsFromEvents func(events []github.com/floegence/floret/v3/observation.Event) []github.com/floegence/floret/v3/observation.CompactionDebugEvent	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type CompactionDebugStage string	keep	github.com/floegence/floret/v3/observation :: type CompactionDebugStage string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: method CompactionDebugStage.Valid func() bool	keep	github.com/floegence/floret/v3/observation :: method CompactionDebugStage.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageBegin github.com/floegence/floret/v2/observation.CompactionDebugStage = "begin"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageBegin github.com/floegence/floret/v3/observation.CompactionDebugStage = "begin"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageGenerateAttemptComplete github.com/floegence/floret/v2/observation.CompactionDebugStage = "generate_attempt_complete"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageGenerateAttemptComplete github.com/floegence/floret/v3/observation.CompactionDebugStage = "generate_attempt_complete"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageGenerateAttemptStart github.com/floegence/floret/v2/observation.CompactionDebugStage = "generate_attempt_start"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageGenerateAttemptStart github.com/floegence/floret/v3/observation.CompactionDebugStage = "generate_attempt_start"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageInstallComplete github.com/floegence/floret/v2/observation.CompactionDebugStage = "install_complete"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageInstallComplete github.com/floegence/floret/v3/observation.CompactionDebugStage = "install_complete"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageInstallStart github.com/floegence/floret/v2/observation.CompactionDebugStage = "install_start"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageInstallStart github.com/floegence/floret/v3/observation.CompactionDebugStage = "install_start"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStagePoll github.com/floegence/floret/v2/observation.CompactionDebugStage = "poll"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStagePoll github.com/floegence/floret/v3/observation.CompactionDebugStage = "poll"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStagePreflight github.com/floegence/floret/v2/observation.CompactionDebugStage = "preflight"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStagePreflight github.com/floegence/floret/v3/observation.CompactionDebugStage = "preflight"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageRequestRebuildComplete github.com/floegence/floret/v2/observation.CompactionDebugStage = "request_rebuild_complete"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageRequestRebuildComplete github.com/floegence/floret/v3/observation.CompactionDebugStage = "request_rebuild_complete"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageRequestRebuildStart github.com/floegence/floret/v2/observation.CompactionDebugStage = "request_rebuild_start"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageRequestRebuildStart github.com/floegence/floret/v3/observation.CompactionDebugStage = "request_rebuild_start"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStageRequestValidation github.com/floegence/floret/v2/observation.CompactionDebugStage = "request_validation"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStageRequestValidation github.com/floegence/floret/v3/observation.CompactionDebugStage = "request_validation"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: type CompactionDebugStatus string	keep	github.com/floegence/floret/v3/observation :: type CompactionDebugStatus string	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: method CompactionDebugStatus.Valid func() bool	keep	github.com/floegence/floret/v3/observation :: method CompactionDebugStatus.Valid func() bool	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStatusCancelled github.com/floegence/floret/v2/observation.CompactionDebugStatus = "cancelled"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStatusCancelled github.com/floegence/floret/v3/observation.CompactionDebugStatus = "cancelled"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStatusFailed github.com/floegence/floret/v2/observation.CompactionDebugStatus = "failed"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStatusFailed github.com/floegence/floret/v3/observation.CompactionDebugStatus = "failed"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStatusOK github.com/floegence/floret/v2/observation.CompactionDebugStatus = "ok"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStatusOK github.com/floegence/floret/v3/observation.CompactionDebugStatus = "ok"	retain the product-neutral contract under the v3 semantic import path
github.com/floegence/floret/v2/observation :: const CompactionDebugStatusRetrying github.com/floegence/floret/v2/observation.CompactionDebugStatus = "retrying"	keep	github.com/floegence/floret/v3/observation :: const CompactionDebugStatusRetrying github.com/floegence/floret/v3/observation.CompactionDebugStatus = "retrying"	retain the product-neutral contract under the v3 semantic import path
